,Компания,Категория,Название товара,Цена,Скидочная Цена,Объем,Единицы Измерения
673,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",24550.0,23568.0,5.0,литр
674,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",24550.0,23568.0,10.0,литр
675,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",32400.0,31104.0,40.0,литр
676,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",31050.0,28876.0,5.0,литр
677,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",33550.0,30195.0,10.0,литр
678,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",47900.0,46463.0,40.0,литр
679,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",2800.0,2520.0,5.0,литр
680,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",2800.0,2688.0,10.0,литр
681,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 5.5 ОСЧ (99,9995%)",45900.0,44064.0,40.0,литр
682,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",42680.0,40546.0,5.0,литр
683,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",42680.0,39692.0,10.0,литр
684,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",63700.0,57967.0,40.0,литр
685,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",49180.0,46229.0,5.0,литр
686,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",51680.0,47029.0,10.0,литр
687,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",79200.0,74448.0,40.0,литр
688,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",3800.0,3610.0,5.0,литр
689,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",3800.0,3686.0,10.0,литр
690,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 6.0 (99,9999%)",77200.0,74112.0,40.0,литр
691,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 7.0 (99,99999%)",5200.0,4680.0,5.0,литр
692,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 7.0 (99,99999%)",5200.0,4836.0,10.0,литр
693,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород 7.0 (99,99999%)",5200.0,4732.0,40.0,литр
694,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",4150.0,3901.0,5.0,литр
695,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",4150.0,3776.0,10.0,литр
696,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",7800.0,7098.0,40.0,литр
697,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",8000.0,7680.0,50.0,литр
698,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",9800.0,9212.0,5.0,литр
699,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",10900.0,10573.0,10.0,литр
700,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",19300.0,18142.0,40.0,литр
701,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",2200.0,2024.0,50.0,литр
702,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",2200.0,2068.0,5.0,литр
703,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",2200.0,2112.0,10.0,литр
704,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан в/ч (99,8%)",2200.0,2024.0,40.0,литр
706,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 4.5 (99,995%)",19880.0,18290.0,10.0,литр
707,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 4.5 (99,995%)",44300.0,39870.0,40.0,литр
708,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 4.5 (99,995%)",44330.0,41670.0,50.0,литр
709,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 4.5 (99,995%)",26630.0,24500.0,10.0,литр
710,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 4.5 (99,995%)",55800.0,53568.0,40.0,литр
711,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 4.5 (99,995%)",3200.0,3008.0,50.0,литр
712,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 4.5 (99,995%)",3200.0,3040.0,10.0,литр
713,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 4.5 (99,995%)",3200.0,2944.0,40.0,литр
715,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 5,5 (99,9995%)",25320.0,23294.0,10.0,литр
716,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 5,5 (99,9995%)",52990.0,49281.0,40.0,литр
717,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 5,5 (99,9995%)",52990.0,49281.0,50.0,литр
718,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 5,5 (99,9995%)",32070.0,30787.0,10.0,литр
719,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 5,5 (99,9995%)",64490.0,58041.0,40.0,литр
720,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 5,5 (99,9995%)",4500.0,4365.0,50.0,литр
721,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 5,5 (99,9995%)",4500.0,4320.0,10.0,литр
722,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Метан Марка 5,5 (99,9995%)",4500.0,4140.0,40.0,литр
724,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,500.0,480.0,5.0,литр
725,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,500.0,460.0,12.0,литр
726,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,800.0,736.0,27.0,литр
727,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,1000.0,920.0,35.0,литр
728,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,1400.0,1302.0,50.0,литр
729,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,2350.0,2256.0,79.0,литр
730,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,3620.0,3511.0,5.0,литр
731,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,4500.0,4230.0,12.0,литр
732,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,6300.0,5796.0,27.0,литр
733,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,20000.0,18800.0,35.0,литр
734,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,7890.0,7653.0,50.0,литр
735,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан для автопогрузчиков,12300.0,11193.0,79.0,литр
736,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),500.0,450.0,5.0,литр
737,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),500.0,455.0,12.0,литр
738,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),800.0,776.0,27.0,литр
739,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),1000.0,900.0,35.0,литр
740,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),1400.0,1288.0,50.0,литр
741,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),2350.0,2232.0,79.0,литр
742,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),3620.0,3294.0,5.0,литр
743,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),4500.0,4185.0,12.0,литр
744,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),6300.0,5859.0,27.0,литр
745,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),20000.0,18400.0,35.0,литр
746,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),7890.0,7259.0,50.0,литр
747,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Пропан технический (СПБТ),12300.0,11685.0,79.0,литр
748,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Пропан высокой чистоты, 1л",1431.0,1331.0,1.0,литр
749,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",600.0,546.0,5.0,литр
750,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",600.0,582.0,10.0,литр
751,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",800.0,776.0,20.0,литр
752,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",1000.0,910.0,40.0,литр
753,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",5150.0,4635.0,5.0,литр
754,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",6250.0,6000.0,10.0,литр
755,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",11200.0,10416.0,20.0,литр
756,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",16500.0,15015.0,40.0,литр
757,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",1400.0,1288.0,5.0,литр
758,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",1400.0,1330.0,10.0,литр
759,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",1400.0,1330.0,20.0,литр
760,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота высший сорт (99,9%)",14500.0,13485.0,40.0,литр
761,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",600.0,582.0,5.0,литр
762,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",600.0,582.0,10.0,литр
763,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",800.0,760.0,20.0,литр
764,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",1000.0,930.0,40.0,литр
765,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",5150.0,4944.0,5.0,литр
766,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",6250.0,5812.0,10.0,литр
767,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",11200.0,10528.0,20.0,литр
768,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",16500.0,15180.0,40.0,литр
769,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",1600.0,1488.0,5.0,литр
770,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",1600.0,1504.0,10.0,литр
771,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",1600.0,1440.0,20.0,литр
772,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота пищевая (99,9%)",14500.0,13920.0,40.0,литр
773,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота ОСЧ Марка 4,5 (99,995%)",468.0,440.0,1.0,кг
774,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Углекислота ОСЧ Марка 5,3 (99,9993%)",702.0,653.0,1.0,кг
775,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Элегаз SF-6 п/ч повышенной чистоты (99.997%). Производство Китай. Баллон 40 литров входит в стоимость.,74800.0,69564.0,40.0,литр
776,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Элегаз SF-6 п/ч повышенной чистоты (99.997%). Производство Китай. Баллон 40 литров входит в стоимость.,93900.0,86388.0,40.0,литр
777,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород жидкий, заправка в сосуд Дьюара",60.0,57.0,1.0,литр
778,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород жидкий, заправка в сосуд Дьюара",33020.0,29718.0,4.0,литр
779,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород жидкий, заправка в криоцилиндр",36.0,34.0,1.0,литр
780,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Кислород жидкий, заправка в газификатор",28.0,25.0,1.0,литр
781,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Азот жидкий, заправка в сосуд Дьюара",60.0,55.0,1.0,литр
782,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Азот жидкий, заправка в сосуд Дьюара",33020.0,29718.0,4.0,литр
783,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Азот жидкий, заправка в криоцилиндр",36.0,33.0,1.0,литр
784,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,"Азот жидкий, заправка в газификатор",28.0,25.0,1.0,литр
785,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Смесь сварочная (He + Ar),3200.0,3040.0,10.0,литр
786,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Смесь сварочная (He + Ar),3200.0,3040.0,40.0,литр
787,АО_АПК_БЕЛИФФ_ГАЗ,Газы и газовые смеси,Смесь сварочная (СО2 + О2 + Ar),2300.0,2093.0,10.0,литр
